participantName,participantId,age,dateExperimentStart,timeExperimentStart,blockNumber,nValue,trialNumber,letter,matchOrNotMatch,timestampLetterAppeared,timestampLetterDisappeared,isKeyPressed,note,sessionArrangement
test,13,44,13/04/2026,13:30:35,1,3,1,F,NOT_MATCH,1776079903.050605,1776079903.55125,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,2,R,NOT_MATCH,1776079905.551711,1776079906.053099,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,3,X,NOT_MATCH,1776079908.053539,1776079908.554834,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,4,R,NOT_MATCH,1776079910.555338,1776079911.0566669,Yes,,CBA
test,13,44,13/04/2026,13:30:35,1,3,5,R,MATCH,1776079913.057963,1776079913.559223,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,6,I,NOT_MATCH,1776079915.560535,1776079916.0619829,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,7,A,NOT_MATCH,1776079918.0630348,1776079918.5635881,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,8,R,MATCH,1776079920.5648692,1776079921.0663092,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,9,J,NOT_MATCH,1776079923.067588,1776079923.5689201,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,10,D,NOT_MATCH,1776079925.5699599,1776079926.0703669,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,11,H,NOT_MATCH,1776079928.071678,1776079928.573001,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,12,P,NOT_MATCH,1776079930.5743098,1776079931.075459,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,13,B,NOT_MATCH,1776079933.0759182,1776079933.576409,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,14,Q,NOT_MATCH,1776079935.577696,1776079936.0791638,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,15,Y,NOT_MATCH,1776079938.080008,1776079938.580377,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,16,F,NOT_MATCH,1776079940.58164,1776079941.082886,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,17,Q,MATCH,1776079943.0841238,1776079943.585514,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,18,Y,MATCH,1776079945.586794,1776079946.0881448,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,19,Z,NOT_MATCH,1776079948.089225,1776079948.5899038,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,20,V,NOT_MATCH,1776079950.5911949,1776079951.092227,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,21,Y,MATCH,1776079953.0934982,1776079953.594576,Yes,,CBA
test,13,44,13/04/2026,13:30:35,1,3,22,J,NOT_MATCH,1776079955.595857,1776079956.097137,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,23,V,MATCH,1776079958.098402,1776079958.599798,No,,CBA
test,13,44,13/04/2026,13:30:35,1,3,24,K,NOT_MATCH,1776079960.600568,1776079961.102001,No,,CBA
